"nom_fashionjobs","offres_annuaire","fiche_fashionjobs","statut_couverture","type_acteur","methode_rapprochement","company_ids","companies","ambiguite_plusieurs_fiches","offres_base_monde","offres_base_france","offres_base_source_directe_france","offres_directes_sans_pays","ecart_base_direct_fr_moins_annuaire","comparaison_certifiee","domaines_base","sources_catalogue","sources_directes_actives","portails_groupe","statut_recherche","liens_carriere_candidats_non_certifies","sites_candidats_lus","portail_revu","preuve_identite_ou_portail","qualification_documentee","ats_revu","prochaine_action"
"MANSANO","1","https://fr.fashionjobs.com/recrutement/mansano.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw1oy1tvxnf2bpmf7iumu","MANSANO","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MARELLA","1","https://fr.fashionjobs.com/recrutement/marella.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtk21o7a09qvnv2be8azetpy","Marella","NON","196","3","2","0","1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","marella.com","marella:ACTIVE","marella","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"MARIE LAPORTE","1","https://fr.fashionjobs.com/recrutement/marie-laporte.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MARLEA MONTE-CARLO","1","https://fr.fashionjobs.com/recrutement/marlea-monte-carlo.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAUBOUSSIN","1","https://fr.fashionjobs.com/recrutement/mauboussin.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw3c31ufonf2bfzz0mtk3","MAUBOUSSIN","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://www.mauboussin.fr/fr/mauboussin_form/career | https://www.mauboussin.fr/en/mauboussin_form/career/","https://www.mauboussin.fr/fr/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MEDUSA","1","https://fr.fashionjobs.com/recrutement/medusa.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw45o1uosnf2bsoj64om6","MEDUSA","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MELINE AKA","1","https://fr.fashionjobs.com/recrutement/meline-aka.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvwfw1se5nf2bdwqa4qlh","MELINE AKA","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MELLE D.","1","https://fr.fashionjobs.com/recrutement/melle-d-.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw1q31twdnf2balavl8si","MELLE D.","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MESDEMOISELLES PARIS","1","https://fr.fashionjobs.com/recrutement/mesdemoiselles-paris.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://www.mesdemoisellesparis.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"METISEKO","1","https://fr.fashionjobs.com/recrutement/metiseko.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvxsb1ssrnf2b1wpmw1b4","METISEKO","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MG CORP","1","https://fr.fashionjobs.com/recrutement/mg-corp.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MICHÈLE BLOCH-STUCKENS STUDIO","1","https://fr.fashionjobs.com/recrutement/michele-bloch-stuckens-studio.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MIDNIGHT THEORY","1","https://fr.fashionjobs.com/recrutement/midnight-theory.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtp868hc3rivqq4zf7lktov5","MIDNIGHT THEORY","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MINA STORM","1","https://fr.fashionjobs.com/recrutement/mina-storm.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MIRA BELLEPARIS","1","https://fr.fashionjobs.com/recrutement/mira-belleparis.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvzpp1tarnf2bv5wtdbxo","MIRA BELLEPARIS","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","mira-belle.fr","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://mira-belle.fr/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MIRAMIRA","1","https://fr.fashionjobs.com/recrutement/miramira.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","ATS_HINT_REVIEW_REQUIRED","","https://mira-mira.es/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MIROIR AGENCY","1","https://fr.fashionjobs.com/recrutement/miroir-agency.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw1v11txbnf2brkiw78b5","MIROIR AGENCY","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MISERICORDIA","1","https://fr.fashionjobs.com/recrutement/misericordia.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtnac1u52sncqq5lmrh9nt9d","MISERICORDIA","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","misericordia.shop","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://www.misericordia.shop/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MIST PARIS","1","https://fr.fashionjobs.com/recrutement/mist-paris.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MIYÉ","1","https://fr.fashionjobs.com/recrutement/miye.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://www.miye.care/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MODENTRÉE","1","https://fr.fashionjobs.com/recrutement/modentree.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvwy81sjlnf2b2j5x2yr8","MODENTRÉE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MODESIGN","1","https://fr.fashionjobs.com/recrutement/modesign.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw0dv1thtnf2bwq90fpar","MODESIGN","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MOISMONT","1","https://fr.fashionjobs.com/recrutement/moismont.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvuv91ruunf2bqt5agl0n","MOISMONT","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MOLLI","1","https://fr.fashionjobs.com/recrutement/molli.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw2q41u83nf2b9le4oqoy","MOLLI","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","molli.com","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://molli.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MONCLER FRANCE","1","https://fr.fashionjobs.com/recrutement/moncler-france.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MONNIER PARIS","1","https://fr.fashionjobs.com/recrutement/monnier-paris.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MONTEX","1","https://fr.fashionjobs.com/recrutement/montex.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MOONYOUNGHEE","1","https://fr.fashionjobs.com/recrutement/moonyounghee.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw2eu1u4fnf2bkrypzdc7","MOONYOUNGHEE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MOSSI","1","https://fr.fashionjobs.com/recrutement/mossi.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtrup2gm4mw2pg5msl9kb7zl","MOSSI","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MPTW INTERNATIONAL","1","https://fr.fashionjobs.com/recrutement/mptw-international.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtp868y43rnoqq4zl4ymbpau","MPTW INTERNATIONAL","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MUM OF","1","https://fr.fashionjobs.com/recrutement/mum-of.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvzz91tdsnf2bdh98logm","MUM OF","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","mumof.com","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://mumof.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MYLO CONCEPT STORE","1","https://fr.fashionjobs.com/recrutement/mylo-concept-store.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvyfp1t0onf2b16gy3kfe | cmtrup2bo4muhpg5m0gvq0etc","MYLO CONCEPT STORE | MYLO CONCEPT","OUI","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"NABOU PARIS","1","https://fr.fashionjobs.com/recrutement/nabou-paris.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw2v41u9vnf2bn37sk4r5","NABOU PARIS","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"NAÏMA DJOUDI","1","https://fr.fashionjobs.com/recrutement/naima-djoudi.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"NATAN SA","1","https://fr.fashionjobs.com/recrutement/natan-sa.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvx8p1sm6nf2bvy1dc73i","NATAN SA","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"NEW ERA CAP","1","https://fr.fashionjobs.com/recrutement/new-era-cap.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"NEW RELATION","1","https://fr.fashionjobs.com/recrutement/new-relation.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"NFP FASHION & LUXURY ADVISOR","1","https://fr.fashionjobs.com/recrutement/nfp-fashion-luxury-advisor.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"NICEWORK","1","https://fr.fashionjobs.com/recrutement/nicework.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvvb01s0pnf2bvkmtinwi","NICEWORK","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"NOUR HAMMOUR","1","https://fr.fashionjobs.com/recrutement/nour-hammour.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtnac1pd2slhqq5lddztuhbt","NOUR HAMMOUR","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","nour-hammour.com","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://nour-hammour.com/careers","https://nour-hammour.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"OFFICINE GÉNÉRALE","1","https://fr.fashionjobs.com/recrutement/officine-generale.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvv941rzynf2b2y3wk2vf","OFFICINE GÉNÉRALE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://us.officinegenerale.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"ŌKAN STUDIO","1","https://fr.fashionjobs.com/recrutement/%C5%8Dkan-studio.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvuki1rq7nf2bru0k9oqb","ŌKAN STUDIO","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"ORNELI","1","https://fr.fashionjobs.com/recrutement/orneli.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PALMER INTERNATIONAL","1","https://fr.fashionjobs.com/recrutement/palmer-international.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvv0b1rwunf2buofei3le","PALMER INTERNATIONAL","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PALOMA","1","https://fr.fashionjobs.com/recrutement/paloma.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PASCALE VENOT","1","https://fr.fashionjobs.com/recrutement/pascale-venot.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PATINE","1","https://fr.fashionjobs.com/recrutement/patine.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PAUL & JOE","1","https://fr.fashionjobs.com/recrutement/paul-joe.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvvre1s6qnf2brz4pdh60","PAUL & JOE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://paulandjoe.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PEPPE PIZZERIA","1","https://fr.fashionjobs.com/recrutement/peppe-pizzeria.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PERRIER COMMUNICATION","1","https://fr.fashionjobs.com/recrutement/perrier-communication.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw04c1tfcnf2bhdjdv9g7","PERRIER COMMUNICATION","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","perriercommunication.com","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://perriercommunication.com/talents.php | https://perriercommunication.com/en/talents.php","https://perriercommunication.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
